0.000,0.000,0.500,-1
0.020,0.021,0.510,-1
0.040,0.044,0.518,-1
0.060,0.066,0.526,-1
0.080,0.090,0.532,-1
0.100,0.114,0.538,-1
0.120,0.139,0.542,-1
0.140,0.165,0.546,-1
0.160,0.191,0.548,-1
0.180,0.217,0.549,-1
0.200,0.244,0.548,-1
0.220,0.271,0.546,-1
0.240,0.299,0.543,-1
0.260,0.326,0.539,-1
0.280,0.354,0.533,-1
0.300,0.382,0.526,-1
0.320,0.410,0.517,-1
0.340,0.438,0.507,-1
0.360,0.465,0.496,-1
0.380,0.493,0.483,-1
0.400,0.520,0.468,-1
0.420,0.547,0.453,-1
0.440,0.574,0.435,-1
0.460,0.599,0.417,-1
0.480,0.625,0.397,-1
0.500,0.650,0.375,-1
0.520,0.674,0.352,-1
0.540,0.697,0.328,-1
0.560,0.719,0.302,-1
0.580,0.740,0.275,-1
0.600,0.761,0.247,-1
0.620,0.780,0.218,-1
0.640,0.798,0.187,-1
0.660,0.815,0.156,-1
0.680,0.831,0.123,-1
0.700,0.845,0.089,-1
0.720,0.858,0.054,-1
0.740,0.870,0.018,-1
0.760,0.880,-0.018,-1
0.780,0.888,-0.056,-1
0.800,0.895,-0.094,-1
0.820,0.900,-0.133,-1
0.840,0.904,-0.172,-1
0.860,0.905,-0.212,-1
0.880,0.905,-0.253,-1
0.900,0.904,-0.294,-1
0.920,0.900,-0.335,-1
0.940,0.894,-0.376,-1
0.960,0.887,-0.417,-1
0.980,0.877,-0.459,-1
1.000,0.866,-0.500,-1
1.020,0.853,-0.541,-1
1.040,0.838,-0.582,-1
1.060,0.820,-0.623,-1
1.080,0.801,-0.663,-1
1.100,0.780,-0.703,-1
1.120,0.757,-0.742,-1
1.140,0.732,-0.780,-1
1.160,0.706,-0.818,-1
1.180,0.677,-0.854,-1
1.200,0.647,-0.890,-1
1.220,0.614,-0.925,-1
1.240,0.580,-0.958,-1
1.260,0.544,-0.990,-1
1.280,0.507,-1.021,-1
1.300,0.468,-1.051,-1
1.320,0.427,-1.079,-1
1.340,0.385,-1.105,-1
1.360,0.341,-1.130,-1
1.380,0.296,-1.153,-1
1.400,0.249,-1.174,-1
1.420,0.202,-1.193,-1
1.440,0.153,-1.210,-1
1.460,0.103,-1.226,-1
1.480,0.052,-1.239,-1
1.500,-0.000,-1.250,-1
1.520,-0.053,-1.259,-1
1.540,-0.106,-1.266,-1
1.560,-0.160,-1.270,-1
1.580,-0.215,-1.272,-1
1.600,-0.270,-1.272,-1
1.620,-0.326,-1.269,-1
1.640,-0.382,-1.264,-1
1.660,-0.437,-1.256,-1
1.680,-0.493,-1.246,-1
1.700,-0.549,-1.233,-1
1.720,-0.605,-1.218,-1
1.740,-0.660,-1.201,-1
1.760,-0.715,-1.180,-1
1.780,-0.769,-1.158,-1
1.800,-0.823,-1.133,-1
1.820,-0.876,-1.105,-1
1.840,-0.928,-1.075,-1
1.860,-0.979,-1.042,-1
1.880,-1.029,-1.008,-1
1.900,-1.078,-0.970,-1
1.920,-1.125,-0.931,-1
1.940,-1.171,-0.889,-1
1.960,-1.215,-0.845,-1
1.980,-1.258,-0.798,-1
2.000,-1.299,-0.750,-1
2.020,-1.338,-0.700,-1
2.040,-1.375,-0.647,-1
2.060,-1.410,-0.593,-1
2.080,-1.443,-0.537,-1
2.100,-1.474,-0.479,-1
2.120,-1.503,-0.420,-1
2.140,-1.529,-0.359,-1
2.160,-1.552,-0.296,-1
2.180,-1.573,-0.232,-1
2.200,-1.591,-0.167,-1
2.220,-1.607,-0.101,-1
2.240,-1.620,-0.034,-1
2.260,-1.630,0.034,-1
2.280,-1.637,0.103,-1
2.300,-1.641,0.172,-1
2.320,-1.642,0.242,-1
2.340,-1.640,0.313,-1
2.360,-1.636,0.384,-1
2.380,-1.628,0.454,-1
2.400,-1.617,0.525,-1
2.420,-1.603,0.596,-1
2.440,-1.586,0.667,-1
2.460,-1.565,0.737,-1
2.480,-1.542,0.806,-1
2.500,-1.516,0.875,-1
2.520,-1.486,0.943,-1
2.540,-1.453,1.010,-1
2.560,-1.418,1.076,-1
2.580,-1.379,1.141,-1
2.600,-1.338,1.204,-1
2.620,-1.293,1.266,-1
2.640,-1.246,1.327,-1
2.660,-1.196,1.385,-1
2.680,-1.143,1.442,-1
2.700,-1.087,1.497,-1
2.720,-1.029,1.549,-1
2.740,-0.969,1.600,-1
2.760,-0.906,1.647,-1
2.780,-0.840,1.693,-1
2.800,-0.773,1.736,-1
2.820,-0.703,1.776,-1
2.840,-0.631,1.813,-1
2.860,-0.558,1.848,-1
2.880,-0.482,1.879,-1
2.900,-0.405,1.907,-1
2.920,-0.327,1.933,-1
2.940,-0.247,1.954,-1
2.960,-0.166,1.973,-1
2.980,-0.083,1.988,-1
